res/rcll-1-robots/86/cope__eps_300__disp_false.log,;;;; Solution Found,,2.59,3830,1393,3870,120.661,0.170056,4.644
res/rcll-1-robots/86/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,2.20,3297,1451,3321,116.687,0.179748,4.837
res/rcll-1-robots/86/cope__eps_300__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,3.44,8165,3391,8198,0,,
res/rcll-1-robots/86/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,3.29,4792,2006,4828,117.021,0.28138,6.687
res/rcll-1-robots/86/cope__eps_500__disp_false.log,;;;; Solution Found,,3.13,4586,1690,4605,119.397,0.294693,3.380
res/rcll-1-robots/86/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.56,2275,1039,2293,116.419,0.062475,2.078
res/rcll-1-robots/86/cope__eps_500__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,5.81,8668,3470,8706,0,,
res/rcll-1-robots/86/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.42,3343,1851,3361,117.219,0.17029,3.702
res/rcll-1-robots/86/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.50,837,280,813,0,,
res/rcll-1-robots/86/cope__eps_50__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.80,3161,1316,3171,0,,
res/rcll-1-robots/86/cope__eps_50__disp_true__dispThreshold_0.1.log,,,,,,,13,,
res/rcll-1-robots/86/cope__eps_50__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,2.31,3356,1330,3363,0,,
res/rcll-1-robots/87/cope__eps_1000__disp_false.log,;;;; Solution Found,,0.47,749,235,755,106.812,0.010138,0.235
res/rcll-1-robots/87/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.44,749,235,755,106.812,0.008462,0.235
res/rcll-1-robots/87/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.47,749,235,755,106.812,0.009411,0.235
res/rcll-1-robots/87/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.26,749,235,755,106.812,0.005433,0.235
res/rcll-1-robots/87/cope__eps_100__disp_false.log,;;;; Solution Found,,0.82,1267,435,1273,112.425,0.023687,4.350
res/rcll-1-robots/87/cope__eps_100__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.71,1178,399,1184,109.587,0.024941,3.990
res/rcll-1-robots/87/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.36,1178,399,1184,109.587,0.012937,3.990
res/rcll-1-robots/87/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.71,1178,399,1184,109.587,0.024825,3.990
res/rcll-1-robots/87/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.21,343,79,310,0,,
res/rcll-1-robots/87/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.12,343,79,310,0,,
res/rcll-1-robots/87/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.11,343,79,310,0,,
res/rcll-1-robots/87/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.21,343,79,310,0,,
res/rcll-1-robots/87/cope__eps_200__disp_false.log,;;;; Solution Found,,1.36,2204,773,2212,110.442,0.124221,3.865
res/rcll-1-robots/87/cope__eps_200__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.65,1031,302,1037,107.582,0.055669,1.510
res/rcll-1-robots/87/cope__eps_200__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.66,1662,465,1668,107.582,0.061795,2.325
res/rcll-1-robots/87/cope__eps_200__disp_true__dispThreshold_0.25.log,,,,,,,27,,
res/rcll-1-robots/87/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.30,487,142,462,0,,
res/rcll-1-robots/87/cope__eps_20__disp_true__dispThreshold_0.025.log,,,,,,,31,,
res/rcll-1-robots/87/cope__eps_20__disp_true__dispThreshold_0.1.log,,,,,,,22,,
res/rcll-1-robots/87/cope__eps_20__disp_true__dispThreshold_0.25.log,,,,,,,22,,
res/rcll-1-robots/87/cope__eps_300__disp_false.log,;;;; Solution Found,,0.26,749,235,755,107.361,0.004489,0.784
res/rcll-1-robots/87/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.46,749,243,755,107.247,0.01092,0.810
res/rcll-1-robots/87/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.44,749,243,755,107.387,0.010825,0.810
res/rcll-1-robots/87/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.26,749,235,755,107.361,0.003155,0.784
res/rcll-1-robots/87/cope__eps_500__disp_false.log,;;;; Solution Found,,0.47,749,235,755,107.047,0.007934,0.470
res/rcll-1-robots/87/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.26,749,235,755,107.047,0.00549,0.470
res/rcll-1-robots/87/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.31,749,235,755,107.047,0.003547,0.470
res/rcll-1-robots/87/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.46,749,235,755,107.047,0.011556,0.470
res/rcll-1-robots/87/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.55,998,331,972,0,,
res/rcll-1-robots/87/cope__eps_50__disp_true__dispThreshold_0.025.log,,,,,,,10,,
res/rcll-1-robots/87/cope__eps_50__disp_true__dispThreshold_0.1.log,,,,,,,10,,
res/rcll-1-robots/87/cope__eps_50__disp_true__dispThreshold_0.25.log,,,,,,,10,,
res/rcll-1-robots/88/cope__eps_1000__disp_false.log,;;;; Solution Found,,2.66,3967,1591,3989,124.944,0.243407,1.591
res/rcll-1-robots/88/cope__eps_1000__disp_true__dispThreshold_0.025.log,,,,,,,8,,
res/rcll-1-robots/88/cope__eps_1000__disp_true__dispThreshold_0.1.log,,,,,,,,,
res/rcll-1-robots/88/cope__eps_1000__disp_true__dispThreshold_0.25.log,,,,,,,,,
res/rcll-1-robots/88/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,0.81,1440,561,1423,0,,
res/rcll-1-robots/88/cope__eps_100__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.01,1542,629,1555,0,,
res/rcll-1-robots/88/cope__eps_100__disp_true__dispThreshold_0.1.log,,,,,,,16,,
res/rcll-1-robots/88/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.68,2535,1084,2563,125.667,0.100502,10.840
res/rcll-1-robots/88/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.19,316,70,284,0,,
res/rcll-1-robots/88/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.20,316,70,284,0,,
res/rcll-1-robots/88/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.19,316,70,284,0,,
res/rcll-1-robots/88/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.22,316,70,284,0,,
res/rcll-1-robots/88/cope__eps_200__disp_false.log,,;;;; Problem Unsolvable,1.10,3155,1105,3157,0,,
res/rcll-1-robots/88/cope__eps_200__disp_true__dispThreshold_0.025.log,,,,,,,,,
res/rcll-1-robots/88/cope__eps_200__disp_true__dispThreshold_0.1.log,,,,,,,,,
res/rcll-1-robots/88/cope__eps_200__disp_true__dispThreshold_0.25.log,,,,,,,,,
res/rcll-1-robots/88/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.28,470,124,446,0,,
res/rcll-1-robots/88/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.16,470,124,446,0,,
res/rcll-1-robots/88/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.28,470,124,446,0,,
res/rcll-1-robots/88/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.26,470,124,446,0,,
res/rcll-1-robots/88/cope__eps_300__disp_false.log,,;;;; Problem Unsolvable,2.40,4121,1655,4138,0,,
res/rcll-1-robots/88/cope__eps_300__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.86,2874,1270,2894,0,,
res/rcll-1-robots/88/cope__eps_300__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.50,5194,2375,5226,0,,
res/rcll-1-robots/88/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,12.37,13080,4500,13128,124.845,1.33887,15.000
res/rcll-1-robots/88/cope__eps_500__disp_false.log,,;;;; Problem Unsolvable,2.67,6536,2737,6519,0,,
res/rcll-1-robots/88/cope__eps_500__disp_true__dispThreshold_0.025.log,,,,,,,8,,
res/rcll-1-robots/88/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,57.08,26746,9007,26776,1126.01,11.178,18.014
res/rcll-1-robots/88/cope__eps_500__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,3.58,5589,2338,5620,0,,
res/rcll-1-robots/88/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.21,840,287,813,0,,
res/rcll-1-robots/88/cope__eps_50__disp_true__dispThreshold_0.025.log,,,,,,,,,
res/rcll-1-robots/88/cope__eps_50__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.02,1771,861,1784,0,,
res/rcll-1-robots/88/cope__eps_50__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,1.02,1771,861,1784,0,,
res/rcll-1-robots/89/cope__eps_1000__disp_false.log,,;;;; Problem Unsolvable,85.88,28635,9922,28351,0,,
res/rcll-1-robots/89/cope__eps_1000__disp_true__dispThreshold_0.025.log,,,,,,,13,,
res/rcll-1-robots/89/cope__eps_1000__disp_true__dispThreshold_0.1.log,,,,,,,16,,
res/rcll-1-robots/89/cope__eps_1000__disp_true__dispThreshold_0.25.log,,,,,,,10,,
res/rcll-1-robots/89/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,1.86,2879,1021,2793,0,,
res/rcll-1-robots/89/cope__eps_100__disp_true__dispThreshold_0.025.log,,,,,,,13,,
res/rcll-1-robots/89/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,20.25,18914,6936,18921,1173.25,7.25519,69.360
res/rcll-1-robots/89/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,68.01,29723,11053,29741,1214.42,42.0065,110.530
res/rcll-1-robots/89/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.23,418,113,385,0,,
res/rcll-1-robots/89/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.20,418,113,385,0,,
res/rcll-1-robots/89/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.23,418,113,385,0,,
res/rcll-1-robots/89/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.22,418,113,385,0,,
res/rcll-1-robots/89/cope__eps_200__disp_false.log,,;;;; Problem Unsolvable,3.58,5100,1977,5060,0,,
res/rcll-1-robots/89/cope__eps_200__disp_true__dispThreshold_0.025.log,,,,,,,10,,
res/rcll-1-robots/89/cope__eps_200__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.80,2297,1071,2298,0,,
res/rcll-1-robots/89/cope__eps_200__disp_true__dispThreshold_0.25.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.37,710,211,679,0,,
res/rcll-1-robots/89/cope__eps_20__disp_true__dispThreshold_0.025.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_20__disp_true__dispThreshold_0.1.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_20__disp_true__dispThreshold_0.25.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_300__disp_false.log,,;;;; Problem Unsolvable,7.69,8500,2958,8455,0,,
res/rcll-1-robots/89/cope__eps_300__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.48,2267,971,2268,0,,
res/rcll-1-robots/89/cope__eps_300__disp_true__dispThreshold_0.1.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_300__disp_true__dispThreshold_0.25.log,,,,,,,2,,
res/rcll-1-robots/89/cope__eps_500__disp_false.log,,;;;; Problem Unsolvable,14.17,13113,4991,12914,0,,
res/rcll-1-robots/89/cope__eps_500__disp_true__dispThreshold_0.025.log,,,,,,,10,,
res/rcll-1-robots/89/cope__eps_500__disp_true__dispThreshold_0.1.log,,,,,,,10,,
res/rcll-1-robots/89/cope__eps_500__disp_true__dispThreshold_0.25.log,,,,,,,10,,
res/rcll-1-robots/89/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.70,1514,509,1472,0,,
res/rcll-1-robots/89/cope__eps_50__disp_true__dispThreshold_0.025.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_50__disp_true__dispThreshold_0.1.log,,,,,,,15,,
res/rcll-1-robots/89/cope__eps_50__disp_true__dispThreshold_0.25.log,,,,,,,15,,
res/rcll-1-robots/8/cope__eps_1000__disp_false.log,;;;; Solution Found,,5.96,12095,5077,12191,148.043,0.483902,5.077
res/rcll-1-robots/8/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,4.83,6825,2926,6897,1123.77,0.232568,2.926
res/rcll-1-robots/8/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,4.91,6859,3026,6931,1123.77,0.268319,3.026
res/rcll-1-robots/8/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,6.47,9029,3926,9119,1124.77,0.331127,3.926
res/rcll-1-robots/8/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,1.31,2228,696,2227,0,,
res/rcll-1-robots/8/cope__eps_100__disp_true__dispThreshold_0.025.log,,,,,,,6,,
res/rcll-1-robots/8/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,4.57,6158,2604,6212,1142.81,0.341608,26.040
res/rcll-1-robots/8/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,4.03,6158,2604,6212,1142.81,0.303601,26.040
res/rcll-1-robots/8/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.18,357,83,327,0,,
res/rcll-1-robots/8/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.21,357,83,327,0,,
res/rcll-1-robots/8/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.23,357,83,327,0,,
res/rcll-1-robots/8/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.22,357,83,327,0,,
res/rcll-1-robots/8/cope__eps_200__disp_false.log,,;;;; Problem Unsolvable,1.20,3452,1384,3454,0,,
res/rcll-1-robots/8/cope__eps_200__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,4.38,5672,2426,5732,1124.47,0.202627,12.130
res/rcll-1-robots/8/cope__eps_200__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,4.05,5672,2426,5732,1124.47,0.199673,12.130
res/rcll-1-robots/8/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,4.07,5726,2426,5788,1124.47,0.1939,12.130
res/rcll-1-robots/8/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.37,643,151,609,0,,
res/rcll-1-robots/8/cope__eps_20__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,3.31,5201,2226,5255,1217.3,0.141894,111.300
res/rcll-1-robots/8/cope__eps_20__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,3.56,5201,2226,5255,1217.3,0.155154,111.300
res/rcll-1-robots/8/cope__eps_20__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.97,5201,2226,5255,1217.3,0.078691,111.300
res/rcll-1-robots/8/cope__eps_300__disp_false.log,,;;;; Problem Unsolvable,3.42,5302,2087,5287,0,,
res/rcll-1-robots/8/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,2.25,5735,2426,5795,1123.97,0.083499,8.087
res/rcll-1-robots/8/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,240.66,43215,16663,43330,1161.54,189.873,55.544
res/rcll-1-robots/8/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,131.54,42063,16335,42177,1160.45,80.3976,54.450
res/rcll-1-robots/8/cope__eps_500__disp_false.log,,;;;; Problem Unsolvable,5.81,8003,3430,8081,0,,
res/rcll-1-robots/8/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,3.96,6009,2626,6069,1123.97,0.188664,5.252
res/rcll-1-robots/8/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,6.81,8374,3730,8494,1124.77,0.726172,7.460
res/rcll-1-robots/8/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,3.02,7526,3326,7598,1125.37,0.164418,6.652
res/rcll-1-robots/8/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.70,1157,356,1140,0,,
res/rcll-1-robots/8/cope__eps_50__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,126.38,41250,15935,41358,1424.7,75.0166,318.700
res/rcll-1-robots/8/cope__eps_50__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,125.88,41250,15935,41358,1424.7,76.5613,318.700
res/rcll-1-robots/8/cope__eps_50__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,62.62,41250,15935,41358,1424.7,39.5804,318.700
res/rcll-1-robots/90/cope__eps_1000__disp_false.log,;;;; Solution Found,,1.73,2762,992,2780,115.049,0.140241,0.992
res/rcll-1-robots/90/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,2.97,4736,1872,4760,114.758,0.397901,1.872
res/rcll-1-robots/90/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,53.63,31710,10241,31778,122.929,16.3236,10.241
res/rcll-1-robots/90/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,252.12,42563,18058,42618,119.237,44.3731,18.058
res/rcll-1-robots/90/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,1.17,2006,708,1990,0,,
res/rcll-1-robots/90/cope__eps_100__disp_true__dispThreshold_0.025.log,,,,,,,,,
res/rcll-1-robots/90/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,47.18,25241,7268,25285,1183.99,34.9912,72.680
res/rcll-1-robots/90/cope__eps_100__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,93.50,25241,7268,25285,1183.99,67.6184,72.680
res/rcll-1-robots/90/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.21,337,85,311,0,,
res/rcll-1-robots/90/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.19,337,85,311,0,,
res/rcll-1-robots/90/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.11,337,85,311,0,,
res/rcll-1-robots/90/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.21,337,85,311,0,,
res/rcll-1-robots/90/cope__eps_200__disp_false.log,;;;; Solution Found,,1.74,2881,1129,2913,130.516,0.090186,5.645
res/rcll-1-robots/90/cope__eps_200__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,1.98,2999,1424,3030,0,,
res/rcll-1-robots/90/cope__eps_200__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.03,2987,1515,3034,0,,
res/rcll-1-robots/90/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.36,2290,1023,2312,129.446,0.11187,5.115
res/rcll-1-robots/90/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.15,483,154,463,0,,
res/rcll-1-robots/90/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.27,483,154,463,0,,
res/rcll-1-robots/90/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.27,483,154,463,0,,
res/rcll-1-robots/90/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.16,483,154,463,0,,
res/rcll-1-robots/90/cope__eps_300__disp_false.log,,;;;; Problem Unsolvable,3.33,5459,2099,5449,0,,
res/rcll-1-robots/90/cope__eps_300__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,2.29,3726,1733,3786,0,,
res/rcll-1-robots/90/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,5.90,8373,3407,8416,1113.31,0.711365,11.357
res/rcll-1-robots/90/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,11.86,13153,4857,13180,1120.24,1.5062,16.191
res/rcll-1-robots/90/cope__eps_500__disp_false.log,;;;; Solution Found,,4.69,6008,2193,6045,131.013,0.529518,4.386
res/rcll-1-robots/90/cope__eps_500__disp_true__dispThreshold_0.025.log,,,,,,,,,
res/rcll-1-robots/90/cope__eps_500__disp_true__dispThreshold_0.1.log,,,,,,,,,
res/rcll-1-robots/90/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,133.57,34344,13558,29091,236.123,11.707,27.116
res/rcll-1-robots/90/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.57,1066,361,1053,0,,
res/rcll-1-robots/90/cope__eps_50__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.92,1690,677,1703,0,,
res/rcll-1-robots/90/cope__eps_50__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.64,1774,692,1787,0,,
res/rcll-1-robots/90/cope__eps_50__disp_true__dispThreshold_0.25.log,,,,,,,16,,
res/rcll-1-robots/91/cope__eps_1000__disp_false.log,;;;; Solution Found,,0.62,1835,680,1853,115.475,0.030886,0.680
res/rcll-1-robots/91/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,5.75,7712,3489,7807,124.606,0.379804,3.489
res/rcll-1-robots/91/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,3.20,7712,3489,7807,124.606,0.201984,3.489
res/rcll-1-robots/91/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.64,1835,680,1853,115.475,0.031869,0.680
res/rcll-1-robots/91/cope__eps_100__disp_false.log,,;;;; Problem Unsolvable,0.40,1711,591,1698,0,,
res/rcll-1-robots/91/cope__eps_100__disp_true__dispThreshold_0.025.log,,,,,,,21,,
res/rcll-1-robots/91/cope__eps_100__disp_true__dispThreshold_0.1.log,,,,,,,21,,
res/rcll-1-robots/91/cope__eps_100__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,2.35,3485,1478,3504,0,,
res/rcll-1-robots/91/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.21,353,73,318,0,,
res/rcll-1-robots/91/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.21,353,73,318,0,,
res/rcll-1-robots/91/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.21,353,73,318,0,,
res/rcll-1-robots/91/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.22,353,73,318,0,,
res/rcll-1-robots/91/cope__eps_200__disp_false.log,;;;; Solution Found,,1.11,1849,707,1863,120.253,0.044763,3.535
res/rcll-1-robots/91/cope__eps_200__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.95,1561,645,1580,0,,
res/rcll-1-robots/91/cope__eps_200__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,1.35,3061,1280,3080,0,,
res/rcll-1-robots/91/cope__eps_200__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,2.44,3417,1528,3449,129.702,0.177859,7.640
res/rcll-1-robots/91/cope__eps_20__disp_false.log,,;;;; Problem Unsolvable,0.30,518,130,487,0,,
res/rcll-1-robots/91/cope__eps_20__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.33,518,130,487,0,,
res/rcll-1-robots/91/cope__eps_20__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.30,518,130,487,0,,
res/rcll-1-robots/91/cope__eps_20__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.30,518,130,487,0,,
res/rcll-1-robots/91/cope__eps_300__disp_false.log,;;;; Solution Found,,1.07,2995,1087,3020,133.952,0.0687,3.624
res/rcll-1-robots/91/cope__eps_300__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.79,2069,902,2087,115.465,0.022973,3.007
res/rcll-1-robots/91/cope__eps_300__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.34,2107,926,2125,115.465,0.063668,3.087
res/rcll-1-robots/91/cope__eps_300__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,2.04,3149,1400,3167,129.866,0.181685,4.667
res/rcll-1-robots/91/cope__eps_500__disp_false.log,;;;; Solution Found,,3.17,4845,1695,4864,118.185,0.388175,3.390
res/rcll-1-robots/91/cope__eps_500__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,1.27,1896,877,1914,115.197,0.057532,1.754
res/rcll-1-robots/91/cope__eps_500__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.75,2390,1222,2408,125.104,0.149728,2.444
res/rcll-1-robots/91/cope__eps_500__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,1.12,2798,1565,2816,116.197,0.097613,3.130
res/rcll-1-robots/91/cope__eps_50__disp_false.log,,;;;; Problem Unsolvable,0.50,875,303,857,0,,
res/rcll-1-robots/91/cope__eps_50__disp_true__dispThreshold_0.025.log,,,,,,,16,,
res/rcll-1-robots/91/cope__eps_50__disp_true__dispThreshold_0.1.log,,,,,,,16,,
res/rcll-1-robots/91/cope__eps_50__disp_true__dispThreshold_0.25.log,,,,,,,16,,
res/rcll-1-robots/92/cope__eps_1000__disp_false.log,;;;; Solution Found,,0.54,873,270,879,107.397,0.011936,0.270
res/rcll-1-robots/92/cope__eps_1000__disp_true__dispThreshold_0.025.log,;;;; Solution Found,,0.51,873,270,879,107.397,0.009913,0.270
res/rcll-1-robots/92/cope__eps_1000__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,0.54,873,270,879,107.397,0.010934,0.270
res/rcll-1-robots/92/cope__eps_1000__disp_true__dispThreshold_0.25.log,;;;; Solution Found,,0.55,873,270,879,107.397,0.012925,0.270
res/rcll-1-robots/92/cope__eps_100__disp_false.log,;;;; Solution Found,,0.74,1203,447,1212,115.006,0.015891,4.470
res/rcll-1-robots/92/cope__eps_100__disp_true__dispThreshold_0.025.log,,,,,,,23,,
res/rcll-1-robots/92/cope__eps_100__disp_true__dispThreshold_0.1.log,;;;; Solution Found,,1.54,4045,1531,4090,132.031,0.100612,15.310
res/rcll-1-robots/92/cope__eps_100__disp_true__dispThreshold_0.25.log,,,,,,,,,
res/rcll-1-robots/92/cope__eps_10__disp_false.log,,;;;; Problem Unsolvable,0.11,360,78,326,0,,
res/rcll-1-robots/92/cope__eps_10__disp_true__dispThreshold_0.025.log,,;;;; Problem Unsolvable,0.12,360,78,326,0,,
res/rcll-1-robots/92/cope__eps_10__disp_true__dispThreshold_0.1.log,,;;;; Problem Unsolvable,0.20,360,78,326,0,,
res/rcll-1-robots/92/cope__eps_10__disp_true__dispThreshold_0.25.log,,;;;; Problem Unsolvable,0.21,360,78,326,0,,
